Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,Language_en,Language_es,TitleWordCount
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies","Erik Brynjolfsson, Andrew McAfee",W. W. Norton & Company,2014-01-20,9780393239355.0,320.0,Business & Economics,4.0,2.0,en,1.0,0.0,14
Midnight in Chernobyl,Adam Higginbotham,Simon & Schuster,2020-02-04,9781501134630.0,560.0,History,5.0,1.0,en,1.0,0.0,3
Big Data,"Viktor Mayer-Schönberger, Kenneth Cukier",Houghton Mifflin Harcourt,2013-01-01,9780544002692.0,257.0,Business & Economics,3.0,4.0,en,1.0,0.0,2
Tech-Powered Sales,"Justin Michael, Tony Hughes",HarperCollins Leadership,2021-06-29,9781400226535.0,273.0,Business & Economics,5.0,1.0,en,1.0,0.0,2
The Singularity Is Near,Ray Kurzweil,Penguin,2005-09-22,9781101218884.0,992.0,Social Science,4.5,10.0,en,1.0,0.0,4
Technology and Adolescent Mental Health,"Megan A. Moreno, Ana Radovic",Springer,2018-03-01,9783319696386.0,299.0,Medical,4.0,1.0,en,1.0,0.0,5
The Manager's Path,Camille Fournier,"""O'Reilly Media, Inc.""",2017-03-13,9781491973844.0,187.0,Business & Economics,4.5,2.0,en,1.0,0.0,3
No Rules Rules,"Reed Hastings, Erin Meyer",Penguin,2020-09-08,9781984877871.0,371.0,Business & Economics,3.0,1.0,en,1.0,0.0,3
Digital Minimalism,Cal Newport,Penguin,2019-02-05,9780525536543.0,306.0,Self-Help,3.0,1.0,en,1.0,0.0,2
Pro Git,"Scott Chacon, Ben Straub",Apress,2014-11-18,9781484200766.0,441.0,Computers,4.0,3.0,en,1.0,0.0,2
Unrestricted Warfare,"Liang Qiao, Xiangsui Wang","NewsMax Media, Inc.",2002-01-01,9780971680722.0,228.0,Asymmetric warfare,3.5,2.0,en,1.0,0.0,2
The New Map,Daniel Yergin,Penguin,2020-09-15,9780698191051.0,544.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
Thunderstruck,Erik Larson,Crown,2006-10-24,9780307351920.0,481.0,History,4.0,7.0,en,1.0,0.0,1
Life 3.0,Max Tegmark,Vintage,2017-08-29,9781101946602.0,385.0,Technology & Engineering,3.0,2.0,en,1.0,0.0,2
Philosophy of Technology,Frederick Ferré,University of Georgia Press,1995-01-01,9780820317618.0,169.0,Philosophy,2.0,1.0,en,1.0,0.0,3
A Hands-On Introduction to Data Science,Chirag Shah,Cambridge University Press,2020-04-02,9781108472449.0,459.0,Business & Economics,1.0,1.0,en,1.0,0.0,6
"Beverages: Technology, Chemistry and Microbiology","A. Varnam, J.M. Sutherland",Springer Science & Business Media,1994-04-30,9780834213104.0,484.0,Cooking,4.0,1.0,en,1.0,0.0,5
Managing Change: Text and Cases,"Todd Jick, Maury Peiperl",McGraw-Hill/Irwin,2002-11-27,9780256264586.0,544.0,Business & Economics,1.0,1.0,en,1.0,0.0,5
Guide to HIPAA Security and the Law,Stephen S. Wu,American Bar Association,2007-01-01,9781590317488.0,348.0,Law,4.0,1.0,en,1.0,0.0,7
Behavioral Healthcare and Technology,"Lisa Marsch, Sarah Lord, Jesse Dallery",Oxford University Press,2014-11-10,9780199314034.0,369.0,Medical,3.0,1.0,en,1.0,0.0,4
Blockchain Technology,"E. Golden Julie, J. Jesu Vedha Nayahi, Noor Zaman Jhanjhi",CRC Press,2020-11-09,9781000216752.0,255.0,Computers,5.0,1.0,en,1.0,0.0,2
Biology Is Technology,Robert H. Carlson,Harvard University Press,2011-04-15,9780674053625.0,290.0,Science,2.0,1.0,en,1.0,0.0,3
Race After Technology,Ruha Benjamin,John Wiley & Sons,2019-07-09,9781509526437.0,172.0,Social Science,5.0,1.0,en,1.0,0.0,3
The Nature of Technology,W. Brian Arthur,Simon and Schuster,2009-08-11,9781439165782.0,258.0,Science,4.0,3.0,en,1.0,0.0,4
Communication Technology,Everett M. Rogers,Simon and Schuster,1986-06-11,9780029271209.0,292.0,Business & Economics,4.0,1.0,en,1.0,0.0,2
Introduction to Information Technology,"I. T. L. Education Solutions Limited, Itl",Pearson Education India,,9788177581188.0,672.0,Business & Economics,4.5,10.0,en,1.0,0.0,4
The Information,James Gleick,Vintage,2011-03-01,9780307379573.0,398.0,Science,4.5,4.0,en,1.0,0.0,2
The Shallows: What the Internet Is Doing to Our Brains,Nicholas Carr,W. W. Norton & Company,2011-06-06,9780393079364.0,293.0,Science,4.0,3.0,en,1.0,0.0,10
Field Guide to Appropriate Technology,"Barrett Hazeltine, Christopher Bull",Elsevier,2003-04-09,9780080469805.0,889.0,Business & Economics,5.0,1.0,en,1.0,0.0,5
Philanthropy and the Future of Science and Technology,Evan S. Michelson,Routledge,2020-06-14,9780429814105.0,206.0,Business & Economics,5.0,1.0,en,1.0,0.0,8
Thinking Through Technology,Carl Mitcham,University of Chicago Press,1994-10-15,9780226531984.0,410.0,Philosophy,4.0,3.0,en,1.0,0.0,3
Sensor Technology Handbook,Jon S. Wilson,Newnes,2005-01-01,9780750677295.0,706.0,Business & Economics,1.0,1.0,en,1.0,0.0,3
Technology Enhanced Learning: Best Practices,"Lytras, Miltiadis D., Gasevic, Dragan, Ord¢¤ez de Pablos, Patricia, Huang, Weihong",IGI Global,2008-04-30,9781599046020.0,404.0,Technology & Engineering,3.0,2.0,en,1.0,0.0,5
The Radium Girls,Kate Moore,"Sourcebooks, Inc.",2017-04-18,9781492649366.0,585.0,History,3.5,2.0,en,1.0,0.0,3
Emerging Technologies in Computing,"Mahdi H. Miraz, Peter Excell, Andrew Ware, Safeeullah Soomro, Maaruf Ali",Springer,2018-07-20,9783319954509.0,318.0,Computers,5.0,1.0,en,1.0,0.0,4
Advanced Industrial Control Technology,Peng Zhang,William Andrew,2010-08-26,9781437778083.0,866.0,Science,5.0,1.0,en,1.0,0.0,4
Drawdown,Paul Hawken,Penguin,2017-04-18,9781524704650.0,258.0,Science,5.0,2.0,en,1.0,0.0,1
The New Jim Crow,Michelle Alexander,The New Press,2020-01-07,9781620971949.0,434.0,Law,5.0,1.0,en,1.0,0.0,4
"The Economics of Data, Analytics, and Digital Transformation","Bill Schmarzo, Dr. Kirk Borne",Packt Publishing Ltd,2020-11-30,9781800569133.0,261.0,Computers,5.0,1.0,en,1.0,0.0,8
"Technology, Learning, and Innovation","Linsu Kim, Richard R. Nelson",Cambridge University Press,2000-07-24,9780521779876.0,396.0,Business & Economics,4.0,3.0,en,1.0,0.0,4
The Technological Singularity,Murray Shanahan,MIT Press,2015-08-07,9780262527804.0,269.0,Computers,4.0,1.0,en,1.0,0.0,3
Hacking For Dummies,Kevin Beaver,John Wiley & Sons,2018-06-27,9781119485544.0,420.0,Computers,5.0,7.0,en,1.0,0.0,3
Who Was Jesus?,"Ellen Morgan, Who HQ",Penguin,2015-02-05,9780448483207.0,114.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,3
The Soul of A New Machine,Tracy Kidder,Back Bay Books,2011-08-23,9780316204552.0,222.0,Computers,3.0,1.0,en,1.0,0.0,6
Agent and Multi-Agent Systems: Technologies and Applications,"Piotr Jedrzejowicz, Ngoc Thanh Nguyen, Robert J. Howlett, Lakhmi C Jain",Springer,2010-06-20,9783642134807.0,460.0,Computers,5.0,1.0,en,1.0,0.0,7
Agent and Multi-Agent Systems: Technologies and Applications,"Piotr Jedrzejowicz, Ngoc Thanh Nguyen, Robert J. Howlett, Lakhmi C Jain",Springer,2010-06-20,9783642134807.0,460.0,Computers,5.0,1.0,en,1.0,0.0,7
"The Second Machine Age: Work, Progress, and Prosperity in a Time of Brilliant Technologies","Erik Brynjolfsson, Andrew McAfee",W. W. Norton & Company,2014-01-20,9780393239355.0,320.0,Business & Economics,4.0,2.0,en,1.0,0.0,14
Midnight in Chernobyl,Adam Higginbotham,Simon & Schuster,2020-02-04,9781501134630.0,560.0,History,5.0,1.0,en,1.0,0.0,3
Big Data,"Viktor Mayer-Schönberger, Kenneth Cukier",Houghton Mifflin Harcourt,2013-01-01,9780544002692.0,257.0,Business & Economics,3.0,4.0,en,1.0,0.0,2
Tech-Powered Sales,"Justin Michael, Tony Hughes",HarperCollins Leadership,2021-06-29,9781400226535.0,273.0,Business & Economics,5.0,1.0,en,1.0,0.0,2
The Singularity Is Near,Ray Kurzweil,Penguin,2005-09-22,9781101218884.0,992.0,Social Science,4.5,10.0,en,1.0,0.0,4
Technology and Adolescent Mental Health,"Megan A. Moreno, Ana Radovic",Springer,2018-03-01,9783319696386.0,299.0,Medical,4.0,1.0,en,1.0,0.0,5
The Manager's Path,Camille Fournier,"""O'Reilly Media, Inc.""",2017-03-13,9781491973844.0,187.0,Business & Economics,4.5,2.0,en,1.0,0.0,3
No Rules Rules,"Reed Hastings, Erin Meyer",Penguin,2020-09-08,9781984877871.0,371.0,Business & Economics,3.0,1.0,en,1.0,0.0,3
Pro Git,"Scott Chacon, Ben Straub",Apress,2014-11-18,9781484200766.0,441.0,Computers,4.0,3.0,en,1.0,0.0,2
The New Map,Daniel Yergin,Penguin,2020-09-15,9780698191051.0,544.0,Business & Economics,5.0,1.0,en,1.0,0.0,3
Thunderstruck,Erik Larson,Crown,2006-10-24,9780307351920.0,481.0,History,4.0,7.0,en,1.0,0.0,1
Life 3.0,Max Tegmark,Vintage,2017-08-29,9781101946602.0,385.0,Technology & Engineering,3.0,2.0,en,1.0,0.0,2
Philosophy of Technology,Frederick Ferré,University of Georgia Press,1995-01-01,9780820317618.0,169.0,Philosophy,2.0,1.0,en,1.0,0.0,3
A Hands-On Introduction to Data Science,Chirag Shah,Cambridge University Press,2020-04-02,9781108472449.0,459.0,Business & Economics,1.0,1.0,en,1.0,0.0,6
"Beverages: Technology, Chemistry and Microbiology","A. Varnam, J.M. Sutherland",Springer Science & Business Media,1994-04-30,9780834213104.0,484.0,Cooking,4.0,1.0,en,1.0,0.0,5
Managing Change: Text and Cases,"Todd Jick, Maury Peiperl",McGraw-Hill/Irwin,2002-11-27,9780256264586.0,544.0,Business & Economics,1.0,1.0,en,1.0,0.0,5
Guide to HIPAA Security and the Law,Stephen S. Wu,American Bar Association,2007-01-01,9781590317488.0,348.0,Law,4.0,1.0,en,1.0,0.0,7
Behavioral Healthcare and Technology,"Lisa Marsch, Sarah Lord, Jesse Dallery",Oxford University Press,2014-11-10,9780199314034.0,369.0,Medical,3.0,1.0,en,1.0,0.0,4
Blockchain Technology,"E. Golden Julie, J. Jesu Vedha Nayahi, Noor Zaman Jhanjhi",CRC Press,2020-11-09,9781000216752.0,255.0,Computers,5.0,1.0,en,1.0,0.0,2
Endurance,Alfred Lansing,Basic Books,2014-04-29,9780465058792.0,412.0,History,5.0,2.0,en,1.0,0.0,1
The Backyard Adventurer,Beau Miles,Brio Books Pty Ltd,2021-05-05,9781922267313.0,288.0,Sports & Recreation,5.0,1.0,en,1.0,0.0,3
Alanna,Tamora Pierce,Simon and Schuster,2009-12-08,9781439120293.0,272.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,1
Graceling,Kristin Cashore,Houghton Mifflin Harcourt,2008-01-01,9780152063962.0,492.0,Juvenile Fiction,4.5,48.0,en,1.0,0.0,1
A Game of Thrones 4-Book Bundle,George R. R. Martin,Bantam,2011-03-22,9780345529060.0,3441.0,Fiction,4.0,304.0,en,1.0,0.0,6
The Nebraska Adventure,Jean A. Lukesh,Gibbs Smith,2021-01-01,9781423625483.0,289.0,Nebraska,2.0,3.0,en,1.0,0.0,3
The Right Stuff,Tom Wolfe,"Farrar, Straus and Giroux",2008-03-04,9781429961325.0,370.0,History,4.5,6.0,en,1.0,0.0,3
Yoga Pretzels,"Tara Lynda Guber, Leah Kalish",Barefoot Books,2005-01-01,9781905236046.0,110.0,Hatha yoga,5.0,1.0,en,1.0,0.0,2
The King of Sting,Coyote Peterson,"Little, Brown Books for Young Readers",2018-11-27,9780316423144.0,211.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,4
The Dangerous Book for Boys,"Conn Iggulden, Hal Iggulden",HarperCollins,2018-04-03,9780062874979.0,561.0,Crafts & Hobbies,4.0,1.0,en,1.0,0.0,5
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,Abrams,2020-08-04,9781647001667.0,224.0,Juvenile Fiction,4.5,5.0,en,1.0,0.0,5
Handbook of Group Counseling and Psychotherapy,"Janice L. DeLucia-Waack, Deborah A. Gerrity, Cynthia R. Kalodner, Maria Riva",SAGE Publications,2003-12-23,9781452262970.0,745.0,Psychology,5.0,1.0,en,1.0,0.0,6
Mikhail Bakhtin,"Gary Saul Morson, Caryl Emerson",Stanford University Press,1990-01-01,9780804718226.0,1108.0,Literary Criticism,5.0,1.0,en,1.0,0.0,2
A Cook's Tour,Anthony Bourdain,Bloomsbury Publishing USA,2010-09-17,9781608195176.0,292.0,Cooking,4.0,2.0,en,1.0,0.0,3
Gentlemen of the Road,Michael Chabon,Del Rey,2008-09-30,9780345502070.0,226.0,Fiction,2.0,1.0,en,1.0,0.0,4
Play from Birth to Twelve,"Doris Pronin Fromberg, Doris Bergen",Routledge,2012-11-12,9781136080029.0,482.0,Education,5.0,1.0,en,1.0,0.0,5
Sandwalk Adventures,Jay S Hosler,Active Synapse,2003-01-01,9780967725512.0,164.0,Juvenile Fiction,4.5,2.0,en,1.0,0.0,2
Genie Wishes,Elisabeth Dahl,Abrams,2013-04-02,9781613124611.0,217.0,Juvenile Fiction,4.0,1.0,en,1.0,0.0,2
Cat Kid Comic Club,Dav Pilkey,Graphix,,9781536467451.0,176.0,Cartoonists,5.0,2.0,en,1.0,0.0,4
Trapped in a Video Game,Dustin Brady,Andrews McMeel Publishing,2018-04-10,9781449496265.0,132.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,5
The Last Kids on Earth,Max Brallier,Viking Books for Young Readers,2015-10-13,9780670016617.0,248.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,5
Into Thin Air,Jon Krakauer,Anchor,1998-11-12,9780679462712.0,318.0,Biography & Autobiography,4.5,48.0,en,1.0,0.0,3
Words on Fire,Jennifer A. Nielsen,Scholastic Inc.,2019-10-01,9781338275513.0,274.0,Juvenile Fiction,5.0,4.0,en,1.0,0.0,3
The Adventure Zone: Here There Be Gerblins,"Clint McElroy, Griffin McElroy, Justin McElroy, Carey Pietsch, Travis McElroy",First Second Books,2018-07-17,9781250153708.0,258.0,Comics & Graphic Novels,4.5,3.0,en,1.0,0.0,7
I'll Be You,Janelle Brown,Random House,2022-04-26,9780525479215.0,369.0,Fiction,4.0,1.0,en,1.0,0.0,3
The New Annotated Sherlock Holmes: The Complete Short Stories: The Adventures of Sherlock Holmes and The Memoirs of Sherlock Holmes (Non-Slipcased Edition) (Vol. 1) (The Annotated Books),Arthur Conan Doyle,W. W. Norton & Company,2005-01-01,9780393059144.0,844.0,Fiction,5.0,1.0,en,1.0,0.0,27
Flora & Ulysses,Kate DiCamillo,Candlewick Press,2013-09-24,9780763660406.0,241.0,Juvenile Fiction,4.5,4.0,en,1.0,0.0,3
The Bicycle Spy,Yona Zeldis McDonough,Scholastic Inc.,2016-09-27,9780545851824.0,178.0,Juvenile Fiction,3.0,2.0,en,1.0,0.0,3
The Adventure of the Speckled Band,"Sir Arthur Conan Doyle, P. James Macaluso",Andrews UK Limited,2016-08-31,9781780928838.0,38.0,Fiction,4.5,2.0,en,1.0,0.0,6
"Lost in the Pacific, 1942: Not a Drop to Drink (Lost #1)",Tod Olson,Scholastic Inc.,2016-10-25,9780545928120.0,143.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,12
The Emerald Mile,Kevin Fedarko,Simon and Schuster,,9781439159866.0,448.0,Biography & Autobiography,5.0,2.0,en,1.0,0.0,3
Dangerous Waters,Gregory Mone,Roaring Brook Press,2012-03-13,9781429961844.0,241.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,2
Stone Fox,John Reynolds Gardiner,Harper Collins,2010-05-18,9780062009661.0,103.0,Juvenile Fiction,4.5,27.0,en,1.0,0.0,2
Mason & Dixon,Thomas Pynchon,Penguin,2012-06-13,9781101594643.0,776.0,Fiction,2.0,2.0,en,1.0,0.0,3
Conquistadors of the Useless,Lionel Terray,Mountaineers Books,2008-09-16,9781680510843.0,504.0,Biography & Autobiography,5.0,1.0,en,1.0,0.0,4
We Are Not Eaten by Yaks,C. Alexander London,Penguin,2011-02-22,9781101475874.0,217.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,6
Musashi,Eiji Yoshikawa,"Vertical, Inc.",2012-08-10,9781568364513.0,1547.0,Fiction,5.0,1.0,en,1.0,0.0,1
Brave Like My Brother,Marc Tyler Nobleman,Scholastic Inc.,2016-06-28,9780545880374.0,64.0,Juvenile Fiction,2.0,1.0,en,1.0,0.0,4
My Msadventures,Becky Kennedy,BalboaPress,2013-01-17,9781452566429.0,185.0,Self-Help,5.0,1.0,en,1.0,0.0,2
Against the Day,Thomas Pynchon,Penguin,2012-06-13,9781101594667.0,1541.0,Fiction,3.0,8.0,en,1.0,0.0,3
Ghostwritten,David Mitchell,Vintage,2007-12-18,9780307426024.0,444.0,Fiction,4.5,10.0,en,1.0,0.0,1
Treasure of Khan,"Clive Cussler, Dirk Cussler",Penguin,2006-11-28,9781101206355.0,572.0,Fiction,3.5,2.0,en,1.0,0.0,3
Kings of the Wyld,Nicholas Eames,Orbit,2017-02-21,9780316362467.0,527.0,Fiction,5.0,2.0,en,1.0,0.0,4
Journey,Aaron Becker,Candlewick Press,2013-08-06,9780763660536.0,41.0,Juvenile Fiction,3.5,3.0,en,1.0,0.0,1
Shoeless Joe & Me,Dan Gutman,Harper Collins,2009-10-06,9780061973567.0,180.0,Juvenile Fiction,3.5,4.0,en,1.0,0.0,4
West with the Night,Beryl Markham,Macmillan,1983-01-01,9780865471184.0,308.0,Biography & Autobiography,4.5,4.0,en,1.0,0.0,4
Clear and Present Danger,Tom Clancy,Penguin,1990-07-01,9781101002568.0,978.0,Fiction,4.0,5.0,en,1.0,0.0,4
Hush-Hush,Stuart Woods,Penguin,2020-12-29,9780593188354.0,338.0,Fiction,4.0,1.0,en,1.0,0.0,1
Arctic Drift,"Clive Cussler, Dirk Cussler",Penguin,2009-11-24,9781101151501.0,607.0,Fiction,4.0,5.0,en,1.0,0.0,2
The MeatEater Guide to Wilderness Skills and Survival,Steven Rinella,Random House,2020-12-01,9780593129708.0,465.0,Sports & Recreation,5.0,1.0,en,1.0,0.0,8
The River,Gary Paulsen,Ember,2012-03-13,9780307929617.0,178.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,2
Children of the Lamp,Philip Kerr,Scholastic Paperbacks,2005-09-01,9780439670203.0,355.0,Juvenile Fiction,5.0,1.0,en,1.0,0.0,4
Flood Tide,Clive Cussler,Simon and Schuster,,9780671000318.0,564.0,Fiction,3.5,4.0,en,1.0,0.0,2
The Bone Clocks,David Mitchell,Knopf Canada,2014-09-02,9780307366771.0,646.0,Fiction,3.5,2.0,en,1.0,0.0,3
The Art of the Book of Life,Jorge Gutierrez,Dark Horse Comics,2014-10-14,9781630080891.0,198.0,Art,5.0,1.0,en,1.0,0.0,7
Teaching Art with Books Kids Love,Darcie Clark Frohardt,Fulcrum Publishing,1999-01-01,9781555914066.0,188.0,Education,4.5,2.0,en,1.0,0.0,6
Imaginative Realism,James Gurney,Andrews McMeel Publishing,2009-10-20,9780740785504.0,228.0,Art,5.0,1.0,en,1.0,0.0,2
The Subtle Art of Not Giving a F*ck,Mark Manson,HarperCollins,2016-09-13,9780062457738.0,197.0,Self-Help,4.0,17.0,en,1.0,0.0,8
Imaginative Realism,James Gurney,Andrews McMeel Publishing,2009-10-20,9780740785504.0,228.0,Art,5.0,1.0,en,1.0,0.0,2
The War of Art,Steven Pressfield,Black Irish Entertainment LLC,2002-06-03,9781936891047.0,195.0,Self-Help,5.0,1.0,en,1.0,0.0,4
The Subtle Art of Not Giving a F*ck,Mark Manson,HarperCollins,2016-09-13,9780062457738.0,197.0,Self-Help,4.0,17.0,en,1.0,0.0,8
The Great and Secret Show,Clive Barker,HarperCollins UK,1990-01-01,9780006179085.0,16.0,California,4.0,1.0,en,1.0,0.0,5
Cases and Materials on the Carriage of Goods By Sea,Martin Dockray,Routledge,2013-03-04,9781135335601.0,499.0,Law,5.0,1.0,en,1.0,0.0,10
The Highly Sensitive Person,Elaine N. Aron,Kensington Publishing Corp.,2013-12-01,9780806536705.0,386.0,Self-Help,5.0,2.0,en,1.0,0.0,4
Latinx Art,Arlene Dávila,Duke University Press,2020-07-24,9781478008859.0,165.0,Art,1.0,1.0,en,1.0,0.0,2
The Art of Fire Emblem: Awakening,Various,Dark Horse Comics,2016-10-18,9781630086176.0,323.0,Games & Activities,5.0,5.0,en,1.0,0.0,6
The Art of Fire Emblem: Awakening,Various,Dark Horse Comics,2016-10-18,9781630086176.0,323.0,Games & Activities,5.0,5.0,en,1.0,0.0,6
The Book as Art,"Krystyna Wasserman, Audrey Niffenegger, Johanna Drucker",Princeton Architectural Press,2007-01-01,9781568986098.0,212.0,Architecture,5.0,3.0,en,1.0,0.0,4
The Art of Luca,"Disney/Pixar, Pixar",Chronicle Books,2021-01-01,9781797207254.0,160.0,Animated films,4.0,1.0,en,1.0,0.0,4
The Art of Cuphead,Studio MDHR,Dark Horse Comics,2020-03-17,9781506713212.0,272.0,Art,5.0,1.0,en,1.0,0.0,4
Endurance,Alfred Lansing,Basic Books,2014-04-29,9780465058792.0,412.0,History,5.0,2.0,en,1.0,0.0,1
The Backyard Adventurer,Beau Miles,Brio Books Pty Ltd,2021-05-05,9781922267313.0,288.0,Sports & Recreation,5.0,1.0,en,1.0,0.0,3
Alanna,Tamora Pierce,Simon and Schuster,2009-12-08,9781439120293.0,272.0,Young Adult Fiction,5.0,1.0,en,1.0,0.0,1
Graceling,Kristin Cashore,Houghton Mifflin Harcourt,2008-01-01,9780152063962.0,492.0,Juvenile Fiction,4.5,48.0,en,1.0,0.0,1
A Game of Thrones 4-Book Bundle,George R. R. Martin,Bantam,2011-03-22,9780345529060.0,3441.0,Fiction,4.0,304.0,en,1.0,0.0,6
The Nebraska Adventure,Jean A. Lukesh,Gibbs Smith,2021-01-01,9781423625483.0,289.0,Nebraska,2.0,3.0,en,1.0,0.0,3
The Right Stuff,Tom Wolfe,"Farrar, Straus and Giroux",2008-03-04,9781429961325.0,370.0,History,4.5,6.0,en,1.0,0.0,3
Yoga Pretzels,"Tara Lynda Guber, Leah Kalish",Barefoot Books,2005-01-01,9781905236046.0,110.0,Hatha yoga,5.0,1.0,en,1.0,0.0,2
The King of Sting,Coyote Peterson,"Little, Brown Books for Young Readers",2018-11-27,9780316423144.0,211.0,Juvenile Nonfiction,5.0,1.0,en,1.0,0.0,4
The Dangerous Book for Boys,"Conn Iggulden, Hal Iggulden",HarperCollins,2018-04-03,9780062874979.0,561.0,Crafts & Hobbies,4.0,1.0,en,1.0,0.0,5
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,Abrams,2020-08-04,9781647001667.0,224.0,Juvenile Fiction,4.5,5.0,en,1.0,0.0,5
Handbook of Group Counseling and Psychotherapy,"Janice L. DeLucia-Waack, Deborah A. Gerrity, Cynthia R. Kalodner, Maria Riva",SAGE Publications,2003-12-23,9781452262970.0,745.0,Psychology,5.0,1.0,en,1.0,0.0,6
Mikhail Bakhtin,"Gary Saul Morson, Caryl Emerson",Stanford University Press,1990-01-01,9780804718226.0,1108.0,Literary Criticism,5.0,1.0,en,1.0,0.0,2
A Cook's Tour,Anthony Bourdain,Bloomsbury Publishing USA,2010-09-17,9781608195176.0,292.0,Cooking,4.0,2.0,en,1.0,0.0,3
Gentlemen of the Road,Michael Chabon,Del Rey,2008-09-30,9780345502070.0,226.0,Fiction,2.0,1.0,en,1.0,0.0,4
Play from Birth to Twelve,"Doris Pronin Fromberg, Doris Bergen",Routledge,2012-11-12,9781136080029.0,482.0,Education,5.0,1.0,en,1.0,0.0,5
Sandwalk Adventures,Jay S Hosler,Active Synapse,2003-01-01,9780967725512.0,164.0,Juvenile Fiction,4.5,2.0,en,1.0,0.0,2
Genie Wishes,Elisabeth Dahl,Abrams,2013-04-02,9781613124611.0,217.0,Juvenile Fiction,4.0,1.0,en,1.0,0.0,2
Cat Kid Comic Club,Dav Pilkey,Graphix,,9781536467451.0,176.0,Cartoonists,5.0,2.0,en,1.0,0.0,4
Trapped in a Video Game,Dustin Brady,Andrews McMeel Publishing,2018-04-10,9781449496265.0,132.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,5
The Last Kids on Earth,Max Brallier,Viking Books for Young Readers,2015-10-13,9780670016617.0,248.0,Juvenile Fiction,5.0,3.0,en,1.0,0.0,5
Into Thin Air,Jon Krakauer,Anchor,1998-11-12,9780679462712.0,318.0,Biography & Autobiography,4.5,48.0,en,1.0,0.0,3
Words on Fire,Jennifer A. Nielsen,Scholastic Inc.,2019-10-01,9781338275513.0,274.0,Juvenile Fiction,5.0,4.0,en,1.0,0.0,3
The Adventure Zone: Here There Be Gerblins,"Clint McElroy, Griffin McElroy, Justin McElroy, Carey Pietsch, Travis McElroy",First Second Books,2018-07-17,9781250153708.0,258.0,Comics & Graphic Novels,4.5,3.0,en,1.0,0.0,7
